filename,Bird-drop,Clean,Dusty,Electrical-damage,Physical-damage,Snow
Imgclean_1087_0_jpg.rf.f311e6b4bdf57b30d658469794f27087.jpg,0,1,0,0,0,0
Physical_Damge_266_jpg.rf.8ec4b6c7b446f0f726c2c67620cc8862.jpg,0,0,0,0,1,0
Physical_Damge_566_jpg.rf.cf05750fa1797d3774e0bbae372d675d.jpg,0,0,0,0,1,0
Physical_Damge_303_jpg.rf.e531c8abf95e4a3b6e7fa23c5324299f.jpg,0,0,1,0,1,0
Physical_Damge_63_jpg.rf.f9c457a3ed0c25946318cf103a1e58e6.jpg,0,0,0,0,1,0
Imgclean_1089_0_jpg.rf.36bb25fc25af3cac8c6ce9eded83fedb.jpg,0,1,0,0,0,0
IMG_20241003_090229_674_jpg.rf.d9ee11b822704db8a06b83fff10242be.jpg,0,1,0,0,0,0
Physical_Damge_56_jpg.rf.af03405c9cc3a4af810c86e476ae4893.jpg,0,0,0,0,1,0
IMG_20241003_090314_879_jpg.rf.7011cbb1676ff2b69288b28db7631419.jpg,0,1,0,0,0,0
Imgdirty_730_1_jpg.rf.96113d1e6947fd6fcf8688d054860d80.jpg,0,0,1,0,0,0
IMG_20241003_090347_031_jpg.rf.9928425cd8a7c9db8e9b188fbffc21fd.jpg,0,1,0,0,0,0
Screenshot-2023-04-02-001906_png.rf.7be683faa8c69a7d0dd9fdb7f03262c2.jpg,1,0,0,0,0,0
IMG_20241003_090350_074_jpg.rf.59279acb4b80c43c2643d8b01b8d3f64.jpg,0,1,0,0,0,0
IMG_20241003_090055_099_jpg.rf.e5e70aa88863c6414ae697d4924ab639.jpg,0,1,0,0,0,0
Imgclean_1078_0_jpg.rf.465aed6a7d30824690002519273fc997.jpg,0,1,0,0,0,0
Physical_Damge_153_jpg.rf.23cbdcde39eaa98a008ba97d80d66fb1.jpg,0,0,0,0,1,0
IMG_20241003_090429_534_jpg.rf.95fe7ef52c89bd573e02e03ef96b500c.jpg,0,1,0,0,0,0
Electrical_Damge_84_jpg.rf.3f9ff33992923bc9f6617e567cc3ad3c.jpg,0,0,0,1,0,0
Imgdirty_855_1_jpg.rf.e2308b5ff6ad79910a077501cd45db30.jpg,0,0,1,0,0,0
Dust-154-_jpg.rf.d0a56f2f8b66ff798fb56247c4c05c63.jpg,0,0,1,0,0,0
Imgdirty_842_1_jpg.rf.c591b47ca16b034ec190560096c5885d.jpg,0,0,1,0,0,0
IMG_20241003_090426_149_jpg.rf.72acc6f76ccdd8f32a2347792aab9c05.jpg,0,1,0,0,0,0
IMG_20241003_090353_512_jpg.rf.170c6fa5f4944acd1b3869e2fa1d4faa.jpg,0,1,0,0,0,0
IMG_20241003_090408_990_jpg.rf.16f77f1fb46fcba30ddab56e7481d570.jpg,0,1,0,0,0,0
IMG_20241003_090418_099_jpg.rf.4fcb70d638c97fc412e9cdcca6f95eaf.jpg,0,1,0,0,0,0
Electrical-80-_jpg.rf.a63dd97274e6ad23151ae37bd0883dc2.jpg,0,0,0,1,0,0
Electrical_Damge_99_jpg.rf.146c4c4dc1915fcc1c95e463816c6296.jpg,0,0,0,1,1,0
IMG_20241003_090438_241_jpg.rf.6e25fa64b981d163a73a80c955500efe.jpg,0,1,0,0,0,0
solar_Fri_Jun_30_10__37__57_2017_L_0-764292925083_I_0-423423529412_jpg.rf.c4ab783aea843a0a7ec2d59f0e076416.jpg,0,0,1,0,0,0
Electrical-22-_jpg.rf.40ad28d2feca601a02b765c03ee0819b.jpg,0,0,0,1,0,0
solar_Fri_Jun_16_12__35__15_2017_L_0-615550479963_I_0-736576470588_jpg.rf.058c681a81a3532996e6cc14bed560eb.jpg,0,0,1,0,0,0
Physical_Damge_392_jpg.rf.87ad0334502861d966148effbc60ec08.jpg,0,0,0,0,1,0
Electrical-42-_jpg.rf.ef7e209af23105cddc0627a87f579639.jpg,0,0,0,1,0,0
Electrical_Damge_77_jpg.rf.aa4d2ec72eb5ed37b0c93bd78d3d4412.jpg,0,0,0,1,0,0
Physical_Damge_315_jpg.rf.5514257888bb703007e1e771b30a1ae8.jpg,0,0,0,0,1,0
Electrical_Damge_9_jpg.rf.a49095bebf16c27f152d03fb7c036f88.jpg,0,0,0,1,0,0
Bird_drop_34_jpg.rf.be94f0687210f3f3f96813070abe0e4a.jpg,0,0,0,0,0,0
Physical_Damge_390_jpg.rf.5198d2453aa133483c258005940ab966.jpg,0,0,0,0,1,0
Bird_drop_44_jpg.rf.b3f3f3905fedaaf983fb6845008466a1.jpg,1,0,0,0,0,0
IMG_8601_jpg.rf.fd6cfc45e9e6a74622ce53347031465f.jpg,0,0,1,0,0,0
Electrical_Damge_99_jpg.rf.81ccc47394d030daa0ed9cc8f55d89e0.jpg,0,0,0,1,1,0
Imgdirty_796_1_jpg.rf.861db24b058a9c84f090faf1460fdd62.jpg,1,0,0,0,0,0
Snow_81_jpg.rf.66a961c3a3ec2bedea3a9f493ea05834.jpg,0,0,0,0,0,1
Screenshot-2023-04-18-012230_png.rf.eb7332f7bd6f71bec5000f43c5203f01.jpg,1,0,0,0,0,0
Physical_Damge_122_jpg.rf.3fd521a0a227cbb76faa583ac623994b.jpg,0,0,0,0,1,0
Imgclean_136_0_jpg.rf.24721bb70b70978e4b648e581c6cc714.jpg,0,1,0,0,0,0
solar_Fri_Jun_16_11__27__11_2017_L_0-630523969914_I_0-619403921569_jpg.rf.c6ab3c0cc72ef3219c88779c5cfaa2cf.jpg,0,0,1,0,0,0
Imgdirty_150_1_jpg.rf.4d48250e72375fe502a2ee09f6f8f2fc.jpg,0,0,1,0,0,0
solar_Wed_Jun_14_7__29__19_2017_L_0-127561659596_I_0-109074509804_jpg.rf.86a87f02716791f7eb490657adde4a93.jpg,1,0,1,0,0,0
Electrical_Damge_9_jpg.rf.735bb044238e54eac303f1c663ff99b0.jpg,0,0,0,1,0,0
Imgclean_112_0_jpg.rf.f38c2cda6ccf0482b2c28b315de40231.jpg,0,1,0,0,0,0
Imgclean_1104_0_jpg.rf.f70fea72e6bd03fe72df3c3a6ff972ca.jpg,0,1,0,0,0,0
Imgdirty_840_1_jpg.rf.e0b14db7fa301aecc661aee9cf075b55.jpg,0,0,1,0,0,0
Dust-22-_jpg.rf.7179a313d2129834c1eb70cfd449dc34.jpg,0,0,1,0,0,0
Dust-80-_jpg.rf.f0191318259d21740af7f0d5380a86e7.jpg,0,0,1,0,0,0
Physical_Damge_362_jpg.rf.85a5e044512f9b4ea9504b72d6235367.jpg,0,0,0,0,1,0
Bird_drop_44_jpg.rf.b6fb97fc61a6d6a5c846c263be7e2b86.jpg,1,0,0,0,0,0
Physical_Damge_196_jpg.rf.deb90ed392a8fe88efa91dc57258e46c.jpg,0,0,0,0,1,0
IMG_8604_jpg.rf.764fd31a35f58a9f7938d9befba4c745.jpg,0,0,1,0,0,0
Physical_Damge_426_jpg.rf.ff9e32362010c655e51b10a5041d18ce.jpg,0,0,0,0,1,0
IMG_20241003_090339_608_jpg.rf.c33f3c3649e9bfe496987e0db50e1a6e.jpg,0,1,0,0,0,0
Imgclean_1106_0_jpg.rf.f65f7932e435136297f3682760a6a717.jpg,0,1,0,0,0,0
Electrical-54-_jpg.rf.d2c7acf5fba566a21295b3965373934c.jpg,0,0,0,1,0,0
Bird_drop_40_jpg.rf.88c304304c3981bda1964eec66c41014.jpg,1,0,0,0,0,0
Physical_Damge_17_jpg.rf.32c740e9f13434148eb90ed79f978570.jpg,0,0,1,0,1,0
Bird_drop_40_jpg.rf.6e767ff58545dcf1d6caa0ba7ac43f4e.jpg,1,0,0,0,0,0
Bird_drop_102_jpg.rf.15abe09b8e95f39d26c402dbc27f1915.jpg,1,0,0,0,0,0
Imgdirty_845_1_jpg.rf.6d633bfa4302deef7197b072198bdedd.jpg,1,0,0,0,0,0
Physical_Damge_255_jpg.rf.02d1d8a904aa4d3abc99d81829ed98cf.jpg,0,0,0,0,1,0
Imgclean_1151_0_jpg.rf.86f24398d139e2e0bddfee6130a0b761.jpg,0,1,0,0,0,0
Snow_37_jpg.rf.d33e5798e29b49f3cee381cfc8688081.jpg,0,0,0,0,0,1
Dust-17-_jpg.rf.9dc2c567d77afed09200bfe3e98dbae9.jpg,0,0,1,0,0,0
Imgdirty_234_1_jpg.rf.167ac44292b3ffe894b9feeff8f7cedc.jpg,0,0,1,0,0,0
Bird_drop_38_jpg.rf.a9eb4e41acb65fdd5de52f36b4124269.jpg,1,0,0,0,0,0
Physical_Damge_27_jpg.rf.ef1a36eb72064b6e255a83384f0731c0.jpg,0,0,0,0,1,0
Physical_Damge_356_jpg.rf.1308acc46d6f3cbdb4f07668123d0672.jpg,0,0,0,0,1,0
IMG_8598_jpg.rf.76d284b8529046a93a96706f6d645ac2.jpg,0,0,1,0,0,0
IMG_8602_jpg.rf.d92d12e23c6c3c119c8fe00421d7e37e.jpg,0,0,1,0,0,0
Dusty_164_jpg.rf.05304554c1acf9d924a1e44f8cd08935.jpg,0,0,1,0,0,0
Physical_Damge_40_jpg.rf.d61669443b586ce167e5b89f4a0d62a4.jpg,0,0,0,0,1,0
Electrical-19-_jpg.rf.c6675cdf9543896c47a59fcba2bfa710.jpg,0,0,0,1,0,0
Physical_Damge_422_jpg.rf.29149465cf9eb75b28dc39c9c83e0886.jpg,0,0,0,0,1,0
Imgclean_1108_0_jpg.rf.c1e322450940ee5ba26ebed4fa8f63f2.jpg,0,1,0,0,0,0
Imgclean_1105_0_jpg.rf.6c27b46198c75969ed9783f175a392c0.jpg,0,1,0,0,0,0
Dust-4-_jpg.rf.43132906f1b56578984ff0c261d01d41.jpg,0,0,1,0,0,0
solar_Fri_Jun_16_12__36__16_2017_L_0-482961411006_I_0-756184313725_jpg.rf.cae7b89fca1a256fb5b14213c9748217.jpg,0,0,1,0,0,0
Imgclean_128_0_jpg.rf.babc439c198062e7eb8904c3a1f210ee.jpg,0,1,0,0,0,0
Imgdirty_797_1_jpg.rf.478543a64fceb1225df3e56f65ec6cc4.jpg,1,0,0,0,0,0
Bird_drop_43_jpg.rf.3846e657c0aa7cb721cc41bfafccb4d8.jpg,1,0,0,0,0,0
Imgclean_1109_0_jpg.rf.4aa4203de8368b0af5f58d37f0e552bf.jpg,0,1,0,0,0,0
IMG_8602_jpg.rf.9dac1d5f15c3285ceda632d348195e31.jpg,0,0,1,0,0,0
Bird_drop_29_jpg.rf.5be4a6b9c28dda4782f516dce06500e9.jpg,1,0,0,0,0,0
Bird_drop_25_jpg.rf.e505c68507067bd2050c6702d4c01d33.jpg,0,0,0,0,0,0
Snow_11_jpg.rf.26e84a66bbde1e935e6be877e0f42bbd.jpg,0,0,0,0,0,1
Physical_Damge_444_jpg.rf.20259b45bbdd310df0dfac32b40225e0.jpg,0,0,0,0,1,0
Imgclean_1149_0_jpg.rf.428bdc9c8415edd17d39768e8539d033.jpg,0,1,0,0,0,0
Imgdirty_858_1_jpg.rf.e390eb543aaf65a3777c8ae00f1f97d3.jpg,0,0,1,0,0,0
solar_Fri_Jun_16_13__58__3_2017_L_0-839918213493_I_0-563878431373_jpg.rf.226c4db65701f31ae89ae0b3c8bf1bc3.jpg,0,0,1,0,0,0
Bird_drop_35_jpg.rf.66e0209042be31dee9ef7913f4e3634b.jpg,1,0,0,0,0,0
Dusty_101_jpg.rf.66d66aadd96e845ebd8e0c6cc8c60724.jpg,0,0,1,0,0,0
Dust-151-_jpg.rf.c2aada1b36e418706db4f57b74e205a1.jpg,0,0,1,0,0,0
IMG_20241003_090243_036_jpg.rf.1919470d4987a9feae2a9578bfa55615.jpg,0,1,0,0,0,0
Physical_Damge_481_jpg.rf.b67ea622329f5e1a8befab5d7d995980.jpg,1,0,0,0,0,0
IMG_20241003_091133_224_jpg.rf.22ea3df02ad419a8e03593c5d84f2169.jpg,0,1,0,0,0,0
Snow_47_jpg.rf.20afdc091e574152d699342a724d54d5.jpg,0,0,0,0,0,1
Dust-2-_jpg.rf.c1e746353fd934e06fff87310b85f358.jpg,0,0,1,0,0,0
Dust-24-_jpg.rf.4d1430cc691d38083adcc3b2c2a480ca.jpg,0,0,1,0,0,0
solar_Fri_Jun_23_17__34__12_2017_L_0-24779967066_I_0-069062745098_jpg.rf.817d0bb80d6b9630d7f92ebe18b47299.jpg,1,0,0,0,0,0
Bird_drop_35_jpg.rf.053111a4e701464785c1a4ce430a4307.jpg,1,0,0,0,0,0
Snow_21_jpg.rf.bb4bfcbd00bb42e2f5374ff5c5149930.jpg,0,0,0,0,0,1
Dusty_109_jpg.rf.b5d066c91ad40474d663965c27d4b5ab.jpg,0,0,1,0,0,0
Electrical-57-_JPG.rf.ac24e5f5a4762f691f055a8d532973d8.jpg,0,0,0,1,0,0
IMG_20230323_163833_jpg.rf.4aaa750cade23b0247fdedc339ebc39b.jpg,0,0,1,0,0,0
Snow_9_jpg.rf.b7f949bb82383daffbe1ce4c4f02c393.jpg,0,0,0,0,0,1
Bird_drop_12_jpg.rf.6502d48b5f16a03d5aed9f8cb79b441b.jpg,1,0,1,0,0,0
Dusty_113_jpg.rf.bfe191ce47d935bb2fa9f51c06b9d633.jpg,0,0,1,0,0,0
Dusty_151_jpg.rf.9b33f58c222c15317c54c4e0adcdeef9.jpg,1,0,1,0,0,0
Dusty_140_jpg.rf.dabcd07b7d1fdd27af18fed76b829fa6.jpg,0,0,1,0,0,0
Snow_17_jpg.rf.2a9d3a1e832416309c21e545c7c2b1af.jpg,0,0,0,0,0,1
Snow_51_jpg.rf.d5d07db87eed0124a226f7955e0b2867.jpg,0,0,0,0,0,1
solar_Tue_Jun_13_14__48__8_2017_L_0-134016340584_I_0-699329411765_jpg.rf.00567e91ea3873e16bae2eeb8d87b758.jpg,1,0,1,0,0,0
Snow_83_jpg.rf.6b1bef6e6a21b90c2a06db7638e36adf.jpg,0,0,0,0,0,1
Dusty_14_jpg.rf.32d7af7f0a7403aff267117c966ec127.jpg,0,0,1,0,0,0
IMG_20230323_164905_jpg.rf.b34afc5a97879801e2971d97b9437582.jpg,0,0,1,0,0,0
Dusty_115_jpg.rf.a8db975bc8065ac25b00d92dbd06f8a1.jpg,0,0,1,0,0,0
Imgdirty_315_1_jpg.rf.5f7d129583b9d3730e5710ea6a625beb.jpg,1,0,0,0,0,0
Bird_drop_76_jpg.rf.349d21f8f8fe833600393f607cdba794.jpg,1,0,0,0,0,0
Bird_drop_3_jpg.rf.58d0103dd7d66b834bdcdef03d3c8779.jpg,1,0,0,0,0,0
IMG_20241003_091158_436_jpg.rf.a3622fbd371ced8ec3dc955b44d32a91.jpg,0,1,0,0,0,0
solar_Wed_Jun_21_8__22__50_2017_L_0-547635699576_I_0-201858823529_jpg.rf.62e57933e3a8ba82f41ae59cb9761e4a.jpg,0,0,1,0,0,0
Dusty_138_jpg.rf.c268ba9bbb83e72eb76efd548382f1b2.jpg,0,0,1,0,0,0
Dusty_141_jpg.rf.b50f80c151a623cc8d4f93f7a2889c66.jpg,0,0,1,0,0,0
Bird_drop_18_jpg.rf.37989c68920eb5cc0f231c5d837c3baf.jpg,1,0,0,0,0,0
Dust-177-_jpg.rf.8130150ef38d34cdec9eb383d830cba6.jpg,0,0,1,0,0,0
Bird_drop_62_jpg.rf.8ad9f20b967616be698a954974399bce.jpg,0,0,0,0,0,0
IMG_20241003_091149_670_jpg.rf.a0e959b0fcacc250feeefa6200bdb5e2.jpg,0,1,0,0,0,0
Bird_drop_30_jpg.rf.fde9f1677aff5d7e75a0bb3813b026e2.jpg,1,0,0,0,0,0
Bird_drop_1_jpg.rf.8ecef643628f75c6d389e3c457e797d9.jpg,0,0,1,0,0,0
Bird_drop_29_jpg.rf.a43b940ac273260860fec5b5d198b4a0.jpg,1,0,0,0,0,0
Dust-146-_jpg.rf.0d17bb6496eacf61ed451d0849994221.jpg,0,0,1,0,0,0
Imgclean_1140_0_jpg.rf.bf92bad1deeb8564dfd241e67437e48a.jpg,0,1,0,0,0,0
Imgclean_1146_0_jpg.rf.82f23907cbb819de83ed395ff07ee03f.jpg,0,1,0,0,0,0
IMG_20230323_165709_jpg.rf.3e8fc606a0e483595e5912966dede17d.jpg,0,0,1,0,0,0
Electrical-26-_jpg.rf.a40cf92d3436534b01d0794356374075.jpg,0,0,0,1,0,0
Bird_drop_3_jpg.rf.27fa7e02e60d5a05953cdde345ad6b81.jpg,1,0,0,0,0,0
Imgdirty_800_1_jpg.rf.d418647fe9022a5ba098b1baa52cd3b0.jpg,1,0,0,0,0,0
Bird_drop_23_jpg.rf.52c8b113a9a709f144927da55eb55a4d.jpg,1,0,0,0,0,0
Bird_drop_76_jpg.rf.e8de8793d6281bb9a3870afe3c6a4644.jpg,1,0,0,0,0,0
Bird_drop_5_jpg.rf.a036a27f293af74525e8d87e6bc6c8b0.jpg,1,0,0,0,0,0
Electrical-8-_jpg.rf.7602349bbc02b6c01d4f59eb37f3eafc.jpg,0,0,0,1,0,0
Bird_drop_61_jpg.rf.8650e6f0d261e68d498f6eee568f5582.jpg,1,0,0,0,0,0
Bird_drop_30_jpg.rf.2e23cf8d215d957534584a0b23cb8f37.jpg,1,0,0,0,0,0
Bird_drop_76_jpg.rf.47cff65fb27d4bddec058118326b1cd6.jpg,1,0,0,0,0,0
Imgclean_1159_0_jpg.rf.8c196c195c658d5934e7249de1a62507.jpg,0,1,0,0,0,0
Bird_drop_33_jpg.rf.9bd8746df79a2de9b1e3135015735136.jpg,1,0,1,0,0,0
Screenshot-2023-04-18-011410_png.rf.c13c862ebd556dcb017ee3af21a8dbb9.jpg,1,0,0,0,0,0
Dusty_151_jpg.rf.b3a6eb2b736fc813b1e9c30f79458146.jpg,1,0,1,0,0,0
Bird_drop_72_jpg.rf.7bfa3a3f25ba2163ba3c20578eab13c3.jpg,1,0,0,0,0,0
Bird_drop_76_jpg.rf.efe9ff40b616b5440402b54686809336.jpg,1,0,0,0,0,0
Imgdirty_316_1_jpg.rf.89723a193b9309e99c2b8aa1862f5cb7.jpg,1,0,0,0,0,0
solar_Tue_Jun_13_16__6__47_2017_L_0-111257754913_I_0-436788235294_jpg.rf.c75718438e40157d5a2e34da5740aceb.jpg,1,0,1,0,0,0
Bird_drop_77_jpg.rf.d715e5492df4234ca6c8ec20f58fa2dc.jpg,1,0,0,0,0,0
Bird_drop_24_jpg.rf.f68b7a82ca8524c94896cb94fcadb5e0.jpg,1,0,0,0,0,0
Bird_drop_23_jpg.rf.cfe3e1dc35c69f2503768bb47f01f672.jpg,1,0,0,0,0,0
Bird_drop_89_jpg.rf.4d8f984a94d097b502b48a1e92cbf905.jpg,1,0,0,0,0,0
Electrical-18-_jpg.rf.3a42d5d35e6589f960d15ec595a187b2.jpg,0,0,0,1,0,0
