image,num_boxes,avg_conf,class_0_count,class_1_count,class_2_count,class_3_count,class_4_count,class_5_count,Bird-drop,Clean,Dusty,Electrical-damage,Physical-damage,Snow
Bird_drop_30_jpg.rf.2e23cf8d215d957534584a0b23cb8f37.jpg,1,0.5307132005691528,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_30_jpg.rf.fde9f1677aff5d7e75a0bb3813b026e2.jpg,1,0.5307132005691528,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_33_jpg.rf.9bd8746df79a2de9b1e3135015735136.jpg,8,0.44520723819732666,7,0,1,0,0,0,1,0,1,0,0,0
Bird_drop_34_jpg.rf.be94f0687210f3f3f96813070abe0e4a.jpg,10,0.4092925488948822,9,0,1,0,0,0,0,0,0,0,0,0
Bird_drop_35_jpg.rf.053111a4e701464785c1a4ce430a4307.jpg,1,0.5515115857124329,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_35_jpg.rf.66e0209042be31dee9ef7913f4e3634b.jpg,1,0.5515115857124329,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_38_jpg.rf.a9eb4e41acb65fdd5de52f36b4124269.jpg,12,0.4890763759613037,12,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_3_jpg.rf.27fa7e02e60d5a05953cdde345ad6b81.jpg,12,0.66392982006073,12,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_3_jpg.rf.58d0103dd7d66b834bdcdef03d3c8779.jpg,12,0.66392982006073,12,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_40_jpg.rf.6e767ff58545dcf1d6caa0ba7ac43f4e.jpg,6,0.5545732378959656,6,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_40_jpg.rf.88c304304c3981bda1964eec66c41014.jpg,6,0.5545732378959656,6,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_43_jpg.rf.3846e657c0aa7cb721cc41bfafccb4d8.jpg,1,0.9226541519165039,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_44_jpg.rf.b3f3f3905fedaaf983fb6845008466a1.jpg,1,0.9283349514007568,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_44_jpg.rf.b6fb97fc61a6d6a5c846c263be7e2b86.jpg,1,0.9283349514007568,1,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_48_jpg.rf.b5c3c555c6fc90eaeade7ce2faf36d72.jpg,4,0.3604254126548767,4,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_48_jpg.rf.d6a1f74274dde8d750513596e22b725c.jpg,4,0.3604254126548767,4,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_50_jpg.rf.7b878088c2aa08e82b7780dfb133f401.jpg,19,0.34460341930389404,19,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_50_jpg.rf.ff000ffa1170b8759bbdae7df761d2c1.jpg,19,0.34460341930389404,19,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_51_jpg.rf.c22d5792b120242c9e7d82f0a1e87f80.jpg,5,0.5861018896102905,5,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_52_jpg.rf.85afa93f4de73da8996076d3a85924fa.jpg,5,0.5351232886314392,5,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_53_jpg.rf.01239c183e20719e20ab8c933b652ef6.jpg,4,0.46921446919441223,4,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_55_jpg.rf.5b5eb2fa833572ff49fa476fec1f244f.jpg,38,0.47902077436447144,19,0,19,0,0,0,1,0,1,0,0,0
Bird_drop_55_jpg.rf.eff0c50f909b86186dc6ec7b1676d1a0.jpg,42,0.4910788834095001,26,0,16,0,0,0,1,0,1,0,0,0
Bird_drop_55_jpg.rf.f3933266770313ed3a07329bc5cc0161.jpg,42,0.4910788834095001,26,0,16,0,0,0,1,0,1,0,0,0
Bird_drop_59_jpg.rf.e917b06db93276f0fe9523d0c7aeaeb8.jpg,25,0.4279947578907013,25,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_59_jpg.rf.eb8fe9ee9fe7c2be173b960d21723585.jpg,25,0.4279947578907013,25,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_5_jpg.rf.a036a27f293af74525e8d87e6bc6c8b0.jpg,10,0.5408700108528137,10,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_5_jpg.rf.a0cabd6bf6c1485e314b774ac41826fe.jpg,10,0.5408700108528137,10,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_61_jpg.rf.8650e6f0d261e68d498f6eee568f5582.jpg,27,0.3425622284412384,27,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_61_jpg.rf.cd45f5ecc227539acb08de10500e874c.jpg,27,0.3425622284412384,27,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_62_jpg.rf.8ad9f20b967616be698a954974399bce.jpg,28,0.33946841955184937,28,0,0,0,0,0,0,0,0,0,0,0
Bird_drop_63_jpg.rf.3545d623385748c50bdbde5f1ed635b2.jpg,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_64_jpg.rf.b875636a7e9035486a22273388b48d4f.jpg,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bird_drop_67_jpg.rf.d9ccec7b956d856d9b0ecadcc1fa8d80.jpg,25,0.5652355551719666,24,0,1,0,0,0,1,0,0,0,0,0
Bird_drop_67_jpg.rf.f4eea7a7c3914f40daf225e630975189.jpg,20,0.5398007035255432,18,0,2,0,0,0,1,0,0,0,0,0
Bird_drop_68_jpg.rf.185576d59ba279c259b92fce23b5c32e.jpg,8,0.35541635751724243,8,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_71_jpg.rf.8595bd064118f1e790d930b06d6cfb95.jpg,14,0.46058356761932373,14,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_72_jpg.rf.43f4dccb03accc33a0a4688010c8160e.jpg,38,0.38067397475242615,38,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_72_jpg.rf.7bfa3a3f25ba2163ba3c20578eab13c3.jpg,38,0.38067397475242615,38,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_75_jpg.rf.1ca59fdf948f8dd896e9c319b542ef06.jpg,15,0.562238872051239,15,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_76_jpg.rf.349d21f8f8fe833600393f607cdba794.jpg,15,0.5622876882553101,15,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_76_jpg.rf.47cff65fb27d4bddec058118326b1cd6.jpg,14,0.583317756652832,14,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_76_jpg.rf.aa4acea016c0c5330390b1d8a68ac08f.jpg,14,0.583317756652832,14,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_76_jpg.rf.e8de8793d6281bb9a3870afe3c6a4644.jpg,15,0.5622876882553101,15,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_76_jpg.rf.efe9ff40b616b5440402b54686809336.jpg,11,0.7086256146430969,11,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_77_jpg.rf.d715e5492df4234ca6c8ec20f58fa2dc.jpg,15,0.42262861132621765,15,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_80_jpg.rf.4a0f754f387c5e7c0fde8d29f0bc454a.jpg,7,0.5358760952949524,7,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_81_jpg.rf.19d8474c2095f7c834a07120ac4a37d7.jpg,23,0.4078168570995331,23,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_81_jpg.rf.b7b2bc94465e555bd8868e6eaf354c41.jpg,23,0.4078168570995331,23,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_82_jpg.rf.a96b126d2b49ebd5e582176ced7784f5.jpg,21,0.42735809087753296,21,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_83_jpg.rf.2edb7ab327fe52695c3245efba0a19a9.jpg,5,0.3936828076839447,5,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_84_jpg.rf.4381d249bf2b3220350700ac56835907.jpg,5,0.3284512460231781,5,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_89_jpg.rf.0a5f3eece066a6b79e099826553da7cf.jpg,27,0.4366105794906616,27,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_89_jpg.rf.4d8f984a94d097b502b48a1e92cbf905.jpg,27,0.4366105794906616,27,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_8_jpg.rf.56a01580a89eb47073c0a98a03c9bcd6.jpg,18,0.33477655053138733,18,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_8_jpg.rf.808fcf18225c9af407947d06f8d83cac.jpg,18,0.33477655053138733,18,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_93_jpg.rf.28813922bfc846929a3eaf06f9e68f4b.jpg,8,0.8077783584594727,8,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_93_jpg.rf.4e032bca013914c8c441abe16eb7d1f5.jpg,4,0.8831828832626343,4,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_93_jpg.rf.60d16997146617fe2c16d3faaf9ba28e.jpg,8,0.8077783584594727,8,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_94_jpg.rf.e3bd9d78a2fc25449565a93238e32305.jpg,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_95_jpg.rf.37614aba7072fc866f754507e375988f.jpg,17,0.46499285101890564,17,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_95_jpg.rf.761cbdad5b84e660845aff5eb9dfe0ea.jpg,21,0.43526068329811096,21,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_95_jpg.rf.b81ffe0bf7e8749081a110aed6e2a9a8.jpg,11,0.45131996273994446,11,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_95_jpg.rf.e07fb4bf381a4e1e57da7e9b7407de09.jpg,21,0.43526068329811096,21,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_95_jpg.rf.f5d75bddaa9116b20cc2076aed8108f7.jpg,11,0.45131996273994446,11,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_97_jpg.rf.104109c1d7258400619f771149bfea6d.jpg,3,0.4820207953453064,3,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_97_jpg.rf.b0e2a0e83343d14fdfc5593810e65531.jpg,3,0.4820207953453064,3,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_98_jpg.rf.0959f76d4956b0f56a33d49adc08683c.jpg,3,0.4985331892967224,3,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_98_jpg.rf.4f61d637ed6374e6a3632bf3058bad91.jpg,3,0.4985331892967224,3,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_99_jpg.rf.682aa458572e583c013b48cc6f43ac00.jpg,11,0.4536426365375519,11,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_9_jpg.rf.e7b0d636ecf5006912d8552497030def.jpg,7,0.4844408929347992,7,0,0,0,0,0,1,0,0,0,0,0
Bird_drop_9_jpg.rf.f8362c414c0924dd6a19aa08d9f51f79.jpg,7,0.4844408929347992,7,0,0,0,0,0,1,0,0,0,0,0
Dust-130-_jpg.rf.61a737bddabadee1fc009aa5f2465d35.jpg,6,0.5931113958358765,0,0,6,0,0,0,0,0,1,0,0,0
Dust-146-_jpg.rf.0d17bb6496eacf61ed451d0849994221.jpg,2,0.4289360046386719,0,0,2,0,0,0,0,0,1,0,0,0
Dust-147-_jpg.rf.3be879a793a1dfe4e26b1d39f5ab4b64.jpg,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Dust-149-_jpg.rf.04f4efd733bb88835ae52cb5775762ee.jpg,3,0.4328346252441406,0,0,3,0,0,0,0,0,1,0,0,0
Dust-151-_jpg.rf.c2aada1b36e418706db4f57b74e205a1.jpg,2,0.3159019351005554,0,0,2,0,0,0,0,0,1,0,0,0
Dust-153-_jpg.rf.2416839db9a39ba7f34c3341d38c8a49.jpg,24,0.47023189067840576,0,0,24,0,0,0,0,0,1,0,0,0
Dust-154-_jpg.rf.d0a56f2f8b66ff798fb56247c4c05c63.jpg,3,0.4188753366470337,3,0,0,0,0,0,0,0,1,0,0,0
Dust-156-_jpg.rf.17d90d97f10ec34890f23e0afe0ac97a.jpg,11,0.3438358008861542,0,0,11,0,0,0,0,0,1,0,0,0
Dust-158-_jpg.rf.5bca4b3e239b1df955fdf77f39ef3bea.jpg,1,0.8063743114471436,0,0,1,0,0,0,0,0,1,0,0,0
Dust-159-_jpg.rf.89129c3e9f002322b0aa467238583e30.jpg,1,0.924731433391571,0,0,1,0,0,0,0,0,1,0,0,0
Dust-16-_jpg.rf.a35b750c42fad2cde0d7eaf5f16fa0f4.jpg,1,0.877565860748291,0,0,1,0,0,0,0,0,1,0,0,0
Dust-167-_jpg.rf.9be3602d8e246c64e16841c2edae457e.jpg,2,0.8383148908615112,0,0,2,0,0,0,0,0,1,0,0,0
Dust-17-_jpg.rf.9dc2c567d77afed09200bfe3e98dbae9.jpg,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Dust-171-_jpg.rf.485f6d9959a04b2b92e51d69f9596142.jpg,33,0.447700560092926,0,0,33,0,0,0,0,0,1,0,0,0
Dust-173-_jpg.rf.d40dd4a46947bf961eedcd2c8cd28670.jpg,1,0.9654492735862732,0,0,1,0,0,0,0,0,1,0,0,0
Dust-177-_jpg.rf.8130150ef38d34cdec9eb383d830cba6.jpg,32,0.4202280342578888,0,0,32,0,0,0,0,0,1,0,0,0
Dust-18-_jpg.rf.ad6001d4baeda0ca28dca0b49a02267b.jpg,1,0.2656356692314148,0,1,0,0,0,0,0,0,1,0,0,0
Dust-189-_jpg.rf.0fc9af80095b60c274826129e821fdb0.jpg,2,0.544247567653656,0,0,2,0,0,0,0,0,1,0,0,0
Dust-2-_jpg.rf.c1e746353fd934e06fff87310b85f358.jpg,8,0.5085715055465698,0,0,8,0,0,0,0,0,1,0,0,0
Dust-22-_jpg.rf.7179a313d2129834c1eb70cfd449dc34.jpg,8,0.526259183883667,0,0,8,0,0,0,0,0,1,0,0,0
Dust-24-_jpg.rf.4d1430cc691d38083adcc3b2c2a480ca.jpg,2,0.849827766418457,0,0,2,0,0,0,0,0,1,0,0,0
Dust-25-_jpg.rf.4820579e8730d5382ea369db6a9e5cdb.jpg,1,0.9147785305976868,0,0,1,0,0,0,0,0,1,0,0,0
Dust-3-_jpg.rf.693e0bcf5f38c522f7b419661f90cf9d.jpg,7,0.6763180494308472,0,0,7,0,0,0,0,0,1,0,0,0
Dust-36-_jpg.rf.e775c03717a126294406ccee9e4dda18.jpg,1,0.9593269228935242,0,0,1,0,0,0,0,0,1,0,0,0
Dust-4-_jpg.rf.43132906f1b56578984ff0c261d01d41.jpg,1,0.3480032682418823,0,0,1,0,0,0,0,0,1,0,0,0
Dust-44-_jpg.rf.d29109d846f161c56653623dd8444128.jpg,15,0.407351553440094,0,0,15,0,0,0,0,0,1,0,0,0
Dust-8-_jpg.rf.5b86e21d31bbd41aeb7627568f1c248e.jpg,5,0.7098342776298523,0,0,5,0,0,0,0,0,1,0,0,0
Dust-80-_jpg.rf.f0191318259d21740af7f0d5380a86e7.jpg,9,0.7445988059043884,0,0,9,0,0,0,0,0,1,0,0,0
Dust-81-_jpg.rf.58a4b8d34ed1dc61d8750689bfd1c597.jpg,2,0.25789952278137207,0,0,2,0,0,0,0,0,1,0,0,0
Dust-82-_jpg.rf.c99602169b1279b0f22f1ce1b39bb053.jpg,1,0.6907508373260498,0,0,1,0,0,0,0,0,1,0,0,0
Dust-97-_jpg.rf.09737d76be1bdf40e32be294934dd4af.jpg,2,0.5390479564666748,0,0,2,0,0,0,0,0,1,0,0,0
Dusty-solar-panels-in-Gansu-province-Credit-Michael-Hall-Getty-Images-1200-2-_jpg.rf.f0c71b6c1239e16706b18559392fe169.jpg,29,0.5470693707466125,0,0,29,0,0,0,0,0,1,0,0,0
Dusty_100_jpg.rf.eeb80192d3be885577fda33480d8b881.jpg,2,0.5940467119216919,0,0,2,0,0,0,0,0,1,0,0,0
Dusty_101_jpg.rf.66d66aadd96e845ebd8e0c6cc8c60724.jpg,5,0.320071280002594,0,0,5,0,0,0,0,0,1,0,0,0
Dusty_105_jpg.rf.78750bd775b8ee7f3e2adb564de5c60c.jpg,1,0.9645912051200867,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_107_jpg.rf.0e9ea1cfc0726e9f1dfb6c8bc46a16f7.jpg,8,0.5085715055465698,0,0,8,0,0,0,0,0,1,0,0,0
Dusty_109_jpg.rf.b5d066c91ad40474d663965c27d4b5ab.jpg,1,0.9571998119354248,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_111_jpg.rf.02319f2995f4787f42b1cc73eec9435c.jpg,12,0.7363768815994263,0,0,12,0,0,0,0,0,1,0,0,0
Dusty_112_jpg.rf.fd2e0a32bd45e3c540b2b239cc8b65c5.jpg,12,0.7363176345825195,0,0,12,0,0,0,0,0,1,0,0,0
Dusty_113_jpg.rf.bfe191ce47d935bb2fa9f51c06b9d633.jpg,1,0.9587867856025696,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_115_jpg.rf.a8db975bc8065ac25b00d92dbd06f8a1.jpg,13,0.4189693033695221,0,0,13,0,0,0,0,0,1,0,0,0
Dusty_116_jpg.rf.f2ebfd506e836378d35f77f205e0dc4a.jpg,15,0.40760329365730286,0,0,15,0,0,0,0,0,1,0,0,0
Dusty_119_jpg.rf.cc5b00abe785e45ea06c76e99538231b.jpg,1,0.9153364300727844,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_119_jpg.rf.ec1a393b99e0bb5220ecab5d187adbf0.jpg,3,0.4596838653087616,0,0,3,0,0,0,0,0,1,0,0,0
Dusty_121_jpg.rf.d1c7bb34dcd76957628aba14e0df2026.jpg,15,0.7672393918037415,0,0,15,0,0,0,0,0,1,0,0,0
Dusty_123_jpg.rf.2d90e066f12386d1c79b277e8c49600c.jpg,5,0.6496062278747559,0,0,5,0,0,0,0,0,1,0,0,0
Dusty_123_jpg.rf.c25d5cb438fcfe32187cf527e8fffbff.jpg,3,0.8365126848220825,0,0,3,0,0,0,0,0,1,0,0,0
Dusty_124_jpg.rf.358a1da4a7b1a1a9ca53b0e7ee51edd3.jpg,5,0.6609578728675842,0,0,5,0,0,0,0,0,1,0,0,0
Dusty_126_jpg.rf.0c5750cf95c3360042220ddf65780e06.jpg,9,0.5956099629402161,0,0,9,0,0,0,0,0,1,0,0,0
Dusty_128_jpg.rf.23c6e10a2c1fa2b9a91aef72b0437655.jpg,1,0.9395075440406799,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_129_jpg.rf.4a1c6b9d16f75582d00ce3f20e2c0c0b.jpg,1,0.43273279070854187,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_130_jpg.rf.485c571d77bb2324dcccff34867a2baa.jpg,1,0.4646967053413391,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_131_jpg.rf.e0a6b1d99016dc9c4f88967fba9d97da.jpg,10,0.5297271013259888,0,0,10,0,0,0,0,0,1,0,0,0
Dusty_133_jpg.rf.2e328a9ddc7618c0851765556b22fec7.jpg,21,0.5743234157562256,0,0,21,0,0,0,0,0,1,0,0,0
Dusty_135_jpg.rf.42121ccbc3a1b94cf59a1a4642897681.jpg,11,0.6477336883544922,0,0,11,0,0,0,0,0,1,0,0,0
Dusty_137_jpg.rf.cee02d52edf3d34b77b6e9782dc67af1.jpg,5,0.812170684337616,0,0,5,0,0,0,0,0,1,0,0,0
Dusty_138_jpg.rf.c268ba9bbb83e72eb76efd548382f1b2.jpg,5,0.8309149742126465,0,0,5,0,0,0,0,0,1,0,0,0
Dusty_139_jpg.rf.9f2aaf942b582e4cb9574aefe782ae9a.jpg,6,0.550607442855835,0,0,6,0,0,0,0,0,1,0,0,0
Dusty_140_jpg.rf.dabcd07b7d1fdd27af18fed76b829fa6.jpg,6,0.5506653785705566,0,0,6,0,0,0,0,0,1,0,0,0
Dusty_141_jpg.rf.b50f80c151a623cc8d4f93f7a2889c66.jpg,6,0.7345888614654541,0,0,6,0,0,0,0,0,1,0,0,0
Dusty_143_jpg.rf.501c535263fd8253c0df34ae3e3d0972.jpg,12,0.5975763201713562,0,0,12,0,0,0,0,0,1,0,0,0
Dusty_145_jpg.rf.ded6a852f1b0f2f62a11dc0eb9d2452b.jpg,4,0.8187995553016663,0,0,4,0,0,0,0,0,1,0,0,0
Dusty_146_jpg.rf.5cd5876ce44ece8bf6fe3635839d5ee9.jpg,5,0.7097588777542114,0,0,5,0,0,0,0,0,1,0,0,0
Dusty_149_jpg.rf.9410eba2f862d95f8777b9908829f0b2.jpg,14,0.47018399834632874,0,0,14,0,0,0,0,0,1,0,0,0
Dusty_14_jpg.rf.32d7af7f0a7403aff267117c966ec127.jpg,6,0.5295292735099792,0,0,6,0,0,0,0,0,1,0,0,0
Dusty_150_jpg.rf.34422e87c694fdfa3d5bb1974f658423.jpg,15,0.45949023962020874,0,0,15,0,0,0,0,0,1,0,0,0
Dusty_151_jpg.rf.9b33f58c222c15317c54c4e0adcdeef9.jpg,8,0.3587484359741211,7,0,1,0,0,0,1,0,1,0,0,0
Dusty_151_jpg.rf.b3a6eb2b736fc813b1e9c30f79458146.jpg,17,0.35427671670913696,16,0,1,0,0,0,1,0,1,0,0,0
Dusty_159_jpg.rf.014d7d15d020f0e4e99ee87a336e5f54.jpg,8,0.41048404574394226,8,0,0,0,0,0,1,0,0,0,0,0
Dusty_159_jpg.rf.041487277506375c6f7f00be1b59b8be.jpg,8,0.41048404574394226,8,0,0,0,0,0,1,0,1,0,0,0
Dusty_161_jpg.rf.a20fc0a9aa3a413612104f567ec82fb1.jpg,15,0.5908933877944946,0,0,15,0,0,0,0,0,1,0,0,0
Dusty_164_jpg.rf.05304554c1acf9d924a1e44f8cd08935.jpg,2,0.32605400681495667,0,0,2,0,0,0,0,0,1,0,0,0
Dusty_167_jpg.rf.ba278dadffa6165f8cfa0847d911ca21.jpg,3,0.6636861562728882,0,0,3,0,0,0,0,0,1,0,0,0
Dusty_170_jpg.rf.cfd9969da4147102b64ec8572864e811.jpg,1,0.8202993273735046,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_173_jpg.rf.ba4762095d8982b3e98ecaadddbe596c.jpg,1,0.9562570452690125,0,0,1,0,0,0,0,0,1,0,0,0
Dusty_175_jpg.rf.5af5b72520fadb2ecddd1f8d11fc5b41.jpg,7,0.5682401061058044,0,0,7,0,0,0,0,0,1,0,0,0
Dusty_176_jpg.rf.c5b30dcc2cb241ecc74f19e9d2e71bec.jpg,7,0.5619780421257019,0,0,7,0,0,0,0,0,1,0,0,0
